source	target	type
游离三碘甲状腺原氨酸偏高	游离三碘甲状腺原氨酸偏高	positive
做完飞秒手术眼睛模糊怎么回事	做完飞秒手术眼睛模糊怎么回事	positive
麝香祛痛搽剂可以治疗风湿痛吗	麝香祛痛搽剂可以治疗风湿痛吗	positive
头晕耳朵闷堵怎么回事	头晕耳朵闷堵怎么回事	positive
积食发烧的症状	积食发烧的症状	positive
手指头肿胀疼痛是什么情况	手指头肿胀疼痛是什么情况	positive
蒄壮并毒干渴传染病是什么	冠状病毒干咳传染病是什么	negative
女性右筋骨里面隐隐作痛怎么回事	女性右肋骨里面隐隐作痛怎么回事	negative
如何治疗体质性肝功能不良性黄疸？	如何治疗体质性肝功能不良性黄疸？	positive
小学生散广多吃什么对眼睛好	小学生散光多吃什么对眼睛好	negative
筋模炎能自愈吗	筋膜炎能自愈吗	negative
孕妇晚上睡觉手麻是怎么回事	孕妇晚上睡觉手麻是怎么回事	positive
手术流铲后能吃水果吗	手术流产后能吃水果吗	negative
吃什么可以美白	吃什么可以美白	positive
成人斯蒂尔综合征是什么意思	成人斯蒂尔综合征是什么意思	positive
切胃减肥手术的原理是什么？会反弹吗？恢复期多久？快来搞懂它！	切胃减肥手术的原理是什么？会反弹吗？恢复期多久？快来搞懂它！	positive
右脸咬肌痛是什么原因	右脸咬肌痛是什么原因	positive
糖化血红蛋白偏高7.5是确诊糖尿病吗	糖化血红蛋白偏高7.5是确诊糖尿病吗	positive
溴隐亭的副作用是什么	溴隐亭的副作用是什么	positive
晕复静片能治好眩晕吗	晕复静片能治好眩晕吗	positive
弱阳性一般怀孕几天了	弱阳性一般怀孕几天了	positive
嗜水气单胞菌胃肠炎	嗜水气单胞菌胃肠炎	positive
坡水	破水	negative
深呼习头运怎么回事	深呼吸头晕怎么回事	negative
字然留产后出血多久正常	自然流产后出血多久正常	negative
孕妇缺钙怎么补最快	孕妇缺钙怎么补最快	positive
骨折恢复后走路疼怎么回事	骨折恢复后走路疼怎么回事	positive
早晨刷牙鳄锌干欧有血怎么回事	早晨刷牙恶心干呕有血怎么回事	negative
不育？不要一味责怪“不举”君！	不育？不要一味责怪“不举”君！	positive
颈锥病术后康复治疗方案	颈椎病术后康复治疗方案	negative
气菅阻赛怎么办	气管阻塞怎么办	negative
70%肝脏切除后会再生吗	70%肝脏切除后会再生吗	positive
总脑袋疼什么情况	总脑袋疼什么情况	positive
早发型新生儿败血症是什么病	早发型新生儿败血症是什么病	positive
腺肌症不来月经也会痛是怎么回事	腺肌症不来月经也会痛是怎么回事	positive
阴道炎可以吃氧氟沙星吗	阴道炎可以吃氧氟沙星吗	positive
包劈外番多久会定型	包皮外翻多久会定型	negative
听力受笋怎么治疗	听力受损怎么治疗	negative
老人心跳快是什么原因	老人心挑快是什么原因	negative
海面状血管留遗传吗	海绵状血管瘤遗传吗	negative
急性败血症的症状	急性败血症的症状	positive
大肠哀频频高发，为何小场嗳发病如此稀少呢？	大肠癌频频高发，为何小肠癌发病如此稀少呢？	negative
大腿肌肉自己抖动怎么回事	大腿肌肉自己抖动怎么回事	positive
神经根受压可以恢复吗	神经根受压可以恢复吗	positive
1岁宝宝发烧怎么退烧快	1岁宝宝发烧怎么退烧快	positive
怎么去除眼部的扁平疣	怎么去除眼部的扁平疣	positive
心源性休克要做哪些检查和诊断	心源性休克要做哪些检查和诊断	positive
感冒引起胃疼是怎么回事	感冒引起胃疼是怎么回事	positive
宫颈癌疫苗4价哪里打	宫颈癌疫苗4价哪里打	positive
熬夜玩手机眼菁看不青怎么回事	熬夜玩手机眼睛看不清怎么回事	negative
腿上一碰就淤青是怎么回事	腿上一碰就淤青是怎么回事	positive
肺囊虫肺炎怎么治疗	肺囊虫肺炎怎么治疗	positive
如何治疗假性搞血庄？	如何治疗假性高血压？	negative
下巴林巴洁怎么消除	下巴淋巴结怎么消除	negative
黄色的白带是什么引起的	黄色的白带是什么引起的	positive
生气后左下腹部疼痛怎么回事	生气后左下腹部疼痛怎么回事	positive
乳汁吸入性肺炎	乳汁吸入性肺炎	positive
三阴性乳腺癌	三阴性乳腺癌	positive
仰郁症不止是“心病”	抑郁症不止是“心病”	negative
乳房传嗽活碱是什么意思	乳房穿刺活检是什么意思	negative
脓肿型透布毛囊周维炎	脓肿性头部毛囊周围炎	negative
顺产一个月绘阴还疼怎么回事	顺产一个月会阴还疼怎么回事	negative
流鼻血头晕	流鼻血头晕	positive
弗斑牙是怎么形成的	氟斑牙是怎么形成的	negative
心哀晚上睡不着是几级	心衰晚上睡不着是几级	negative
核瓷共振报告单多久出	核磁共振报告单多久出	negative
费癌早期症状怎么检查	肺癌早期症状怎么检查	negative
孩子莫牙是怎么回事	孩子磨牙是怎么回事	negative
老年人眼睛充血怎么办	老年人眼睛充血怎么办	positive
血色素正常值是多少	血色素正常值是多少	positive
植物神径紊乱病是什么	植物神经紊乱病是什么	negative
女性目径正常不排孪怎么回事	女性月经正常不排卵怎么回事	negative
便前出血该怎么办	便前出血该怎么办	positive
艾滋病:小迹象？大隐患！提防艾滋来袭的早期信号	艾滋病:小迹象？大隐患！提防艾滋来袭的早期信号	positive
前列腺钙化怎么治疗	前列腺钙化怎么治疗	positive
怎么减肚孖上的坠肉	怎么减肚子上的赘肉	negative
宝宝缺锌的症状特征是什么	宝宝缺锌的症状特征是什么	positive
眼球破裂能治好吗	眼球破裂能治好吗	positive
如何判断月攻能一常	如何判断肾功能异常	negative
英大青可以一天吃一次吗	英太青可以一天吃一次吗	negative
九个月宝宝体搵37.8度正常吗	九个月宝宝体温37.8度正常吗	negative
做美瞳线流眼泪怎么办？	做美瞳线流眼泪怎么办？	positive
安公丸适合人群	安宫丸适合人群	negative
头皮发羊拓发怎么回事	头皮发痒脱发怎么回事	negative
白带跟鼻涕似的怎么回事	白带跟鼻涕似的怎么回事	positive
怎么判断宝宝写劲	怎么判断宝宝斜颈	negative
被蝎子蛰了怎么办	被蝎子蛰了怎么办	positive
胰头肿瘤80%良性是什么意思?	胰头肿瘤80%良性是什么意思?	positive
肺癌拍恟篇能检查出来吗	肺癌拍胸片能检查出来吗	negative
腓总神经损伤能走路吗	腓总神经损伤能走路吗	positive
黄褐斑肝斑怎么治疗	黄褐斑肝斑怎么治疗	positive
小孩有疳积要怎么办	小孩有疳积要怎么办	positive
癌症:肿瘤相关性贫血――CSCO 指南（2015-2016 版）	癌症:肿瘤相关性贫血――CSCO 指南（2015-2016 版）	positive
被鱼刺卡到了怎么弄出来	被鱼刺卡到了怎么弄出来	positive
长期吃球葵有什么好处	长期吃秋葵有什么好处	negative
偷疼干欧什么原因	头疼干呕什么原因	negative
两对半145项是阳性	两对半145项是阳性	positive
但囊大怎么办	胆囊大怎么办	negative
如何治疗急性旁胱炎？	如何治疗急性膀胱炎？	negative
旁胱疝：什么是旁胱晓病胞留？如何治疗？	膀胱癌：什么是膀胱小细胞癌？如何治疗？	negative
毛发移植要多久	毛发移植要多久	positive
装科假呀多少钱	装颗假牙多少钱	negative
如何治疗渗透性肾病？	如何治疗渗透性肾病？	positive
佐眼下皮跳是怎么会	左眼下皮跳是怎么会	negative
牙梗种了一个包怎么办	牙根肿了一个包怎么办	negative
暴饮暴食为什么会引起心肌梗死？	暴饮暴食为什么会引起心肌梗死？	positive
痔疮羊疲了很痛怎么办	痔疮破皮了很痛怎么办	negative
阴唇整形手术有哪些风险	阴唇整形手术有哪些风险	positive
锥切手术多少钱	锥切手术多少钱	positive
畸胎瘤手术后会复发吗	畸胎瘤手术后会复发吗	positive
哪些手术可以治疗多汗征？	哪些手术可以治疗多汗症？	negative
1型糖尿病:糖尿病有哪些早期症状？	1型糖尿病:糖尿病有哪些早期症状？	positive
遗传待榭丙	遗传代谢病	negative
来月今头腾是什么原因	来月经头疼是什么原因	negative
得了颈锥病可以吃无丹通络胶囊吗	得了颈椎病可以吃天丹通络胶囊吗	negative
如何治疗电击伤所致脊随症？	如何治疗电击伤所致脊髓病？	negative
乳腺癌可以文眉毛吗	乳腺癌可以纹眉毛吗	negative
下环多少钱	下环多少钱	positive
儿童智立发育迟缓是怎么回事	儿童智力发育迟缓是怎么回事	negative
痉挛型老滩褪身不直怎么办	痉挛型脑瘫腿伸不直怎么办	negative
高血压可以吃党参和黄芪吗	高血压可以吃党参和黄芪吗	positive
静脉血拴腿中怎么办	静脉血栓腿肿怎么办	negative
缓解肌肉酸痛的方法	缓解肌肉酸痛的方法	positive
哺乳期女性法烧怎么物理退烧	哺乳期女性发烧怎么物理退烧	negative
唐尿病芋头可以吃吗	糖尿病芋头可以吃吗	negative
腰锥盘土出盖化是什么意思	腰椎盘突出钙化是什么意思	negative
呼啦圈捡肥吗	呼啦圈减肥吗	negative
宝宝睡醒后育身斗	宝宝睡醒后全身抖	negative
鼻孔烂了老是结痂怎么治疗	鼻孔烂了老是结痂怎么治疗	positive
早泄遗传吗	早泄遗传吗	positive
干针疗法和针灸的区别	干针疗法和针灸的区别	positive
药流20后流出巨大血块怎么回事	药流20后流出巨大血块怎么回事	positive
视神经脊髓焱可以要嗨子吗	视神经脊髓炎可以要孩子吗	negative
如何治疗骨膜性软骨留？	如何治疗骨膜性软骨瘤？	negative
上眼皮跳是面肌痉挛吗	上眼皮跳是面肌痉挛吗	positive
晒完太阳恶心无力呕吐怎么回事	晒完太阳恶心无力呕吐怎么回事	positive
乳头中间的柔都裂开了是怎么回事	乳头中间的肉都裂开了是怎么回事	negative
补耳膜怎么补	补耳膜怎么补	positive
眼袋痛是什么病导致的	眼袋痛是什么病导致的	positive
宝宝做雾化有什么副作用	宝宝做雾化有什么副作用	positive
糖尿病人可以食用麦芽糖醇吗	糖尿病人可以食用麦芽糖醇吗	positive
浔常形银屑病治疗	寻常型银屑病治疗	negative
雷诺氏综禾症毛胖怎么办	雷诺氏综合征手胖怎么办	negative
治疗姥年吃呆症的药物有哪些	治疗老年痴呆症的药物有哪些	negative
癌症骨转移能自愈吗	癌症骨转移能自愈吗	positive
黑枸枸与揉从蓉泡水的功效	黑枸杞与肉苁蓉泡水的功效	negative
夷传姓结袋可以去掉吗	遗传性眼袋可以去掉吗	negative
小孩身上长肉粒怎么办	小孩身上长肉粒怎么办	positive
脂肪肝可以吃带鱼吗	脂肪肝可以吃带鱼吗	positive
慢性气管-支气管炎的高危因素有哪些？	慢性气管-支气管炎的高危因素有哪些？	positive
子宫细肉是什么	子宫息肉是什么	negative
前列腺炎尿到痛怎么办	前列腺炎尿道痛怎么办	negative
胎儿脉络丛囊肿普遍吗	胎儿脉络丛囊肿普遍吗	positive
龈幸果会中毒吗	银杏果会中毒吗	negative
孩子过敏性鼻炎结膜炎怎么办	孩子过敏性鼻炎结膜炎怎么办	positive
吃了左炔诺孕酮片什么时候会出血	吃了左炔诺孕酮片什么时候会出血	positive
帮助孩子在学校应对过敏的十六条小建议	帮助孩子在学校应对过敏的十六条小建议	positive
胎盘成熟早会早产吗	胎盘成熟早会早产吗	positive
脑袋一跳一跳的疼怎么回事	脑袋一跳一跳的疼怎么回事	positive
头部核磁平扫可以检查出什么	头部核磁平扫可以检查出什么	positive
多发性脑莫瘤有什么症状？	多发性脑膜瘤有什么症状？	negative
妊晨合病胆汁瘀帜综盒症需要终止妊娠吗	妊娠合并胆汁淤积综合征需要终止妊娠吗	negative
头出血康复期间应吃哪些食物	脑出血康复期间应吃哪些食物	negative
儿童正常休温是多少度	儿童正常体温是多少度	negative
结节和纤维瘤哪个严重	结节和纤维瘤哪个严重	positive
种瘤骨转移疼勇一般用哪些止痛药	肿瘤骨转移疼痛一般用哪些止痛药	negative
治失眠都有什么药	治失眠都有什么药	positive
屁眼流桖羊是痔疮吗	屁眼流血痒是痔疮吗	negative
孕妇身上起红疙瘩很痒怎么办	孕妇身上起红疙瘩很痒怎么办	positive
双下肢静脉血管彩超注意事项	双下肢静脉血管彩超注意事项	positive
躁狂怎么办	躁狂怎么办	positive
宝宝拉粑粑酸臭味怎么回事	宝宝拉粑粑酸臭味怎么回事	positive
四维彩超能查出糖氏	四维彩超能查出唐氏	negative
肺汽肿不治疗会怎样	肺气肿不治疗会怎样	negative
隐睾症是什么引起的	隐睾症是什么引起的	positive
保妇糠拴是治疗hpc高危的吗	保妇康拴是治疗hpv高危的吗	negative
西瓜子卡在喉咙怎么办	西瓜子卡在喉咙怎么办	positive
男人右侧腰疼的原因	男人右侧腰疼的原因	positive
阑尾位置是在哪里	阑尾位置是在哪里	positive
痔疮手术缝合线多久脱落	痔疮手术缝合线多久脱落	positive
打了9价多久可以怀孕	打了9价多久可以怀孕	positive
怀二胎2个月就显肚子正常吗	怀二胎2个月就显肚子正常吗	positive
足根通怎么治疗	足根痛怎么治疗	negative
脚踝骨拆怎么办	脚踝骨折怎么办	negative
肠道菌裙矢调大便症状	肠道菌群失调大便症状	negative
精神分列症会不会影响人的寿命	精神分裂症会不会影响人的寿命	negative
极性髓细胞姓白血病的病因有哪些？	急性髓细胞性白血病的病因有哪些？	negative
腔隙性脑梗死护理措施	腔隙性脑梗死护理措施	positive
单淳姓柬尾炎可以自愈吗	单纯性阑尾炎可以自愈吗	negative
男生血压正常范围	男生血压正常范围	positive
下肢骨折什么时候取钢板	下肢骨折什么时候取钢板	positive
劲椎骨质增生会头晕吗	颈椎骨质增生会头晕吗	negative
反射性躯体神经病	反射性躯体神经病	positive
嘴巴长疱疹怎样好得快	嘴巴长疱疹怎样好得快	positive
心动过缓伴不齐严重吗	心动过缓伴不齐严重吗	positive
周围神经损伤去医院就医要注意什么？	周围神经损伤去医院就医要注意什么？	positive
扁平疣会引起hpv阳性吗	扁平疣会引起hpv阳性吗	positive
肩锁骨脱位上翘怎么办	肩锁骨脱位上翘怎么办	positive
I4椎间盘凸出严重吗	L4椎间盘突出严重吗	negative
疱疹性口炎去医院就医要注意什么	疱疹性口炎去医院就医要注意什么	positive
治疗特应性皮炎，何时用免疫抑制剂？	治疗特应性皮炎，何时用免疫抑制剂？	positive
治疗飞文症的眼药水有哪些	治疗飞蚊症的眼药水有哪些	negative
流产会不会肚子疼	流产会不会肚子疼	positive
头发油腻脱发严重怎么办	头发油腻脱发严重怎么办	positive
胰岛素0.1ml是多少单位	胰岛素0.1ml是多少单位	positive
槐孕初期姓欲镪是什么原因	怀孕初期性欲强是什么原因	negative
肺动脉高压的病因有哪些？	肺动脉高压的病因有哪些？	positive
盆腔炎症性不孕症的中医治疗方法	盆腔炎症性不孕症的中医治疗方法	positive
肝余形失珉有哪些症状	肝郁型失眠有哪些症状	negative
托百士妥布霉素滴眼液多少钱	托百士妥布霉素滴眼液多少钱	positive
底血压喝眼水有用吗	低血压喝盐水有用吗	negative
脸上的班点怎样去掉	脸上的斑点怎样去掉	negative
小儿鸡哅病患者怎么治疗	小儿鸡胸病患者怎么治疗	negative
烧伤水泡怎么处理	烧伤水泡怎么处理	positive
容易饿而且一饿就心荒浑申无力是怎么回事	容易饿而且一饿就心慌浑身无力是怎么回事	negative
写字的时候紧张手抖怎么办	写字的时候紧张手抖怎么办	positive
阿托品眼药水的作用	阿托品眼药水的作用	positive
流产后吵架生气肚子疼怎么回事	流产后吵架生气肚子疼怎么回事	positive
腰椎间盘突出看哪科	腰椎间盘突出看哪科	positive
女童吃什么能降低雌激素	女童吃什么能降低雌激素	positive
喜欢咬最唇怎么回事	喜欢咬嘴唇怎么回事	negative
围经期卵巢滤泡囊肿是什么原因	围经期卵巢滤泡囊肿是什么原因	positive
静脉曲张手术能根除吗	静脉曲张手术能根除吗	positive
吃什么促进卢骨灰复	吃什么促进颅骨恢复	negative
老年人口腔黏膜白斑激光切除好吗	老年人口腔黏膜白斑激光切除好吗	positive
捷状体如何调节晶状体	睫状体如何调节晶状体	negative
孕妇下体有白色分泌物怎么回事	孕妇下体有白色分泌物怎么回事	positive
儿童哮喘能根治吗	儿童哮喘能根治吗	positive
出汗是否还会发烧	出汗是否还会发烧	positive
生半夏的功效与作用	生半夏的功效与作用	positive
药硫后有残留怎样促排	药流后有残留怎样促排	negative
气胸水封瓶怎么看	气胸水封瓶怎么看	positive
甲减甲状腺重大洁节大要做手术不	甲减甲状腺肿大结节大要做手术不	negative
老是晕是什么原因	老是晕是什么原因	positive
孕妇可以吃剩女果吗	孕妇可以吃圣女果吗	negative
前列腺增大的症状有哪些	前列腺增大的症状有哪些	positive
十字韧带损伤的病因有哪些？	十字韧带损伤的病因有哪些？	positive
肺部小结节灶是肺癌的前兆吗	肺部小结节灶是肺癌的前兆吗	positive
蓝尾炎手术时间大概要多久	阑尾炎手术时间大概要多久	negative
儿童咳嗖干咳吃什么药	儿童咳嗽干咳吃什么药	negative
武汉不明肺炎的症状是什么	武汉不明肺炎的症状是什么	positive
支气管哮喘患者咳嗽怎么办	支气管哮喘患者咳嗽怎么办	positive
性病都有什么	性病都有什么	positive
坏孕白带清洁度8怎么回事	怀孕白带清洁度3怎么回事	negative
如何治疗腹裂？	如何治疗腹裂？	positive
清热澈淋胶曩的副作用是什么	清热散结胶囊的副作用是什么	negative
痔疮大量喷血不治疗是否可以	痔疮大量喷血不治疗是否可以	positive
育儿:新生儿长牙晚，跟缺钙有关系吗？	育儿:新生儿长牙晚，跟缺钙有关系吗？	positive
眶骨随炎怎么治疗	眶骨髓炎怎么治疗	negative
每次睡醒候咙很干冬怎么办	每次睡醒喉咙很干疼怎么办	negative
三尖辬氢度反流严重吗	三尖瓣轻度反流严重吗	negative
长期大便稀烂怎么调理	长期大便稀烂怎么调理	positive
鼻咽癌骨转移不可怕吗	鼻咽癌骨转移不可怕吗	positive
幼儿急疹c反应蛋白高怎么办	幼儿急疹c反应蛋白高怎么办	positive
宝宝口水疹怎么办	宝宝口水疹怎么办	positive
嗜酸性胃场源如何治疗好	嗜酸性胃肠炎如何治疗好	negative
俐假有血决怎么办	例假有血块怎么办	negative
嘛芩止咳糖浆说明书	麻芩止咳糖浆说明书	negative
职业性接触姓皮炎如何保健？	职业性接触性皮炎如何保健？	negative
手麻木吃什么药最好	手麻木吃什么药最好	positive
心肌缺血该怎样治疗	心肌缺血该怎样治疗	positive
千斤拔的作用	千斤拔的作用	positive
病理诊断都要做免疫祖化吗	病理诊断都要做免疫组化吗	negative
木外翻微疮多少钱	拇外翻微创多少钱	negative
7个月小孩晚上频繁性莱是什么原因	7个月小孩晚上频繁醒来是什么原因	negative
肺癌前期有什么症状	肺癌前期有什么症状	positive
脑梗死会出现脑水肿吗	脑梗死会出现脑水肿吗	positive
胃癌肝转移能活过5年吗	胃癌肝转移能活过5年吗	positive
孩子额头摔个包怎么办	孩子额头摔个包怎么办	positive
外伤性视神精病变需要多少检查	外伤性视神经病变需要多少检查	negative
感染后刻嗽的特点	感染后咳嗽的特点	negative
33周孕副皿瑭髙的危害	33周孕妇血糖高的危害	negative
小孩喉咙疼是什么原因	小孩喉咙疼是什么原因	positive
胃癌中期没有扩散术后能活几年	胃癌中期没有扩散术后能活几年	positive
发炎引起咳嗽吃什么药	发炎引起咳嗽吃什么药	positive
灰灰菜治便秘吗	灰灰菜治便秘吗	positive
怀孕一个月人流痛苦吗	怀孕一个月人流痛苦吗	positive
室上速的症状	室上速的症状	positive
荨麻针关结肿痛怎么办	荨麻疹关节肿痛怎么办	negative
哺乳期能吃连花精温可利吗	哺乳期能吃莲花清温颗粒吗	negative
孕妇缓挑穴疼怎么缓解	孕妇环跳穴疼怎么缓解	negative
人流手术什么时候能做	人流手术什么时候能做	positive
感冒后怕冷全良酸痛是丰含还是疯热	感冒后怕冷全身酸痛是风寒还是风热	negative
阿尔茨海默是什么意思	阿尔茨海默是什么意思	positive
瑶机老孙是怎么造成的	腰肌劳损是怎么造成的	negative
脚后跟大筋疼什么原因	脚后跟大筋疼什么原因	positive
舌头上长疮怎么办	舌头上长疮怎么办	positive
20个月宝宝发稍怎么办	20个月宝宝发烧怎么办	negative
比泰勒宁更强的止痛药有哪些	比泰勒宁更强的止痛药有哪些	positive
肠易激会跟一辈子吗	肠易激会跟一辈子吗	positive
婴儿复谢能洗澡吗	婴儿腹泻能洗澡吗	negative
奥硝唑替硝唑和甲硝唑有什么区别	奥硝唑替硝唑和甲硝唑有什么区别	positive
焦虑与抑予的本质区别	焦虑与抑郁的本质区别	negative
过敏性结膜炎：过敏季节，如何保护眼睛	过敏性结膜炎：过敏季节，如何保护眼睛	positive
便变俳不干净怎么办	大便排不干净怎么办	negative
肛周脓肿术后大便怎么清洗	肛周脓肿术后大便怎么清洗	positive
哮喘:为何吸入疗法效果不好？可能是由于这些因素	哮喘:为何吸入疗法效果不好？可能是由于这些因素	positive
肺炎衣原体肺炎	肺炎衣原体肺炎	positive
棘突松解性棘皮瘤	棘突松解性棘皮瘤	positive
做了狐臭手术有疤痕怎么办	做了狐臭手术有疤痕怎么办	positive
拉肚子拉不出来怎么办	拉肚子拉不出来怎么办	positive
宝宝摸着头热但不发烧是什么原因	宝宝摸着头热但不发烧是什么原因	positive
钾亢好了会发胖吗	甲亢好了会发胖吗	negative
恶心想吐是产前征兆么	恶心想吐是产前征兆么	positive
移植后十四天抽血结果	移植后十四天抽血结果	positive
咳嗽为什么有黄脓痰	咳嗽为什么有黄脓痰	positive
女性右后要痛是什么病	女性右后腰痛是什么病	negative
主动脉管壁钙化怎么回事	主动脉管壁钙化怎么回事	positive
孕妇吃松子好吗	孕妇吃松子好吗	positive
糖尿病贫血怎么办	糖尿病贫血怎么办	positive
掸囔息肉可怕吗	胆囊息肉可怕吗	negative
阴囊里摸到一个小疙哒怎么办好	阴囊里摸到一个小疙瘩怎么办好	negative
半夜突然眩晕出冷汗是什么情况	半夜突然眩晕出冷汗是什么情况	positive
宝宝发烧退热贴可以贴哪里	宝宝发烧退热贴可以贴哪里	positive
长期而鸣怎样治疗	长期耳鸣怎样治疗	negative
女性小便时尿道刺痛.感觉尿排不尽是怎么回事	女性小便时尿道刺痛.感觉尿排不尽是怎么回事	positive
六岁孩子打什么预防针	六岁孩子打什么预防针	positive
点痣要多少钱一颗	点痣要多少钱一颗	positive
甲状腺结节喝蒲公英水能好吗	甲状腺结节喝蒲公英水能好吗	positive
手指关节处长埂各瘩是怎么回事	手指关节处长硬疙瘩是怎么回事	negative
癌症病人能过夫妻生活吗	癌症病人能过夫妻生活吗	positive
滴虫性阴焱什么症状	滴虫性阴炎什么症状	negative
宝宝鼻脉谁觉不安稳怎么办	宝宝鼻塞睡觉不安稳怎么办	negative
如何预防甲型病毒性肝炎？	如何预防甲型病毒性肝炎？	positive
人类免疫缺馅病霉抗体是什么	人类免疫缺陷病毒抗体是什么	negative
心暂神经征怎么缓解	心脏神经症怎么缓解	negative
烧伤后疲肤变红怎么办	烧伤后皮肤变红怎么办	negative
脑血栓开卢手术怎么做	脑血栓开颅手术怎么做	negative
眩晕的针灸治疗方法有哪些？	眩晕的针灸治疗方法有哪些？	positive
白带豆腐渣几天后自愈	白带豆腐渣几天后自愈	positive
五维他口服液小孩可以服用吗	五维他口服液小孩可以服用吗	positive
肛袭会痛吗	肛裂会痛吗	negative
什么人要做二次碘131	什么人要做二次碘131	positive
坐车旱车是什么原因	坐车晕车是什么原因	negative
脂肪肝需要治疗吗	脂肪肝需要治疗吗	positive
肾睛不足怎么办	肾精不足怎么办	negative
孩子滴吐舌是怎么回事	孩子地图舌是怎么回事	negative
腰伤压缩性骨折的微创手术是什么	腰伤压缩性骨折的微创手术是什么	positive
新型冠状病毒对紫外线和热敏感？	新型冠状病毒对紫外线和热敏感？	positive
降尿指的蔬菜	降血脂的蔬菜	negative
肾萎缩的饮食方案有哪些呢	肾萎缩的饮食方案有哪些呢	positive
儒腺Ⅰ级是什么意思	乳腺Ⅰ级是什么意思	negative
青春期综合征的病因有哪些？	青春期综合征的病因有哪些？	positive
乙型肝炎:己肝患者自我管理小提示	乙型肝炎:乙肝患者自我管理小提示	negative
为什么怀孕以后就出现牙疼	为什么怀孕以后就出现牙疼	positive
胰腺炎发作时有什么症状	胰腺炎发作时有什么症状	positive
呋南绥因肠溶片是什么	呋喃妥因肠溶片是什么	negative
分子疹断是什么	分子诊断是什么	negative
气呀伤是怎么回事	气压伤是怎么回事	negative
胄不舒服像饿的感觉是什么原因	胃不舒服像饿的感觉是什么原因	negative
双附件未见包块是什么意思	双附件未见包块是什么意思	positive
路路通功效与作用	路路通功效与作用	positive
中医可以治疗高血压吗	中医可以治疗高血压吗	positive
妇科HPV病毒是什么	妇科HPV病毒是什么	positive
血糖由什么激素调节	血糖由什么激素调节	positive
糖尿病吃蜂胶有用吗	糖尿病吃蜂胶有用吗	positive
下壁心梗为什么不能用硝酸酯类药物	下壁心梗为什么不能用硝酸酯类药物	positive
CA-l25短期会下降吗	CA-125短期会下降吗	negative
微波烤伤口有什么作用	微波烤伤口有什么作用	positive
亚甲炎反复发作怎么办	亚甲炎反复发作怎么办	positive
闭咽癌翼外机受浸泛有什么表现	鼻咽癌翼外肌受侵犯有什么表现	negative
慢性咽喉炎会出现声音沙哑吗	慢性咽喉炎会出现声音沙哑吗	positive
干每瑰花疱破洗脸禁忌	干玫瑰花泡水洗脸禁忌	negative
枕大池珠网膜囊肿怎样治疗	枕大池蛛网膜囊肿怎样治疗	negative
19岁先新病房坚各缺损怎么治	19岁先心病房间隔缺损怎么治	negative
牵引腰锥有什么危害	牵引腰椎有什么危害	negative
取出假休丰胸的好处	取出假体丰胸的好处	negative
女性腰部右测瘾印作困是怎么回事	女性腰部左侧隐隐作痛是怎么回事	negative
上尿路检查多久做一次合适	上尿路检查多久做一次合适	positive
一呼吸鼻子里面干疼怎么回事	一呼吸鼻子里面干疼怎么回事	positive
女人全身无力疲卷伐困怎么回事	女人全身无力疲倦乏困怎么回事	negative
经期腰痛怎么缓解	经期腰痛怎么缓解	positive
内镜下食管静脉曲张套扎术安全吗	内镜下食管静脉曲张套扎术安全吗	positive
燕麦片对脂肪肝好吗	燕麦片对脂肪肝好吗	positive
肛列加内志怎么办？	肛裂加内痔怎么办？	negative
辛伐他汀片说明书	辛伐他汀片说明书	positive
眼睛见太阳就流泪怎么回事	眼睛见太阳就流泪怎么回事	positive
牙管修馥的方法	牙冠修复的方法	negative
影响霍奇金琳巴瘤患者预后的因素有哪些？	影响霍奇金淋巴瘤患者预后的因素有哪些？	negative
绝经后还会怀孕吗	绝经后还会怀孕吗	positive
蒜能治灰指甲吗	蒜能治灰指甲吗	positive
两条腿感觉很疲倦很累怎么回事	两条腿感觉很疲倦很累怎么回事	positive
肛门脓肿和肛瘘的区别	肛门脓肿和肛瘘的区别	positive
快来月经了可以吃逍遥丸和乳癖消吗	快来月经了可以吃逍遥丸和乳癖消吗	positive
心叩涡疼怎么回事	心口窝疼怎么回事	negative
后循环缺血和脑梗死的症状是什么	后循环缺血和脑梗死的症状是什么	positive
烟烧垧	眼烧伤	negative
不孕不育:试管婴儿解决不孕症的未来方向	不孕不育:试管婴儿解决不孕症的未来方向	positive
同房一周后出血怎么办	同房一周后出血怎么办	positive
儿童复邢过敏性紫点怎么回事	儿童腹型过敏性紫癜怎么回事	negative
脑梗后遗症的恢复方法	脑梗后遗症的恢复方法	positive
1型糖尿病:什么是HbA1c检测？	1型糖尿病:什么是HbA1c检测？	positive
内痔痔疮怎么办	内痔痔疮怎么办	positive
染色体异常对男性生育能力有影响吗	染色体异常对男性生育能力有影响吗	positive
治疗税眠的方法	治疗睡眠的方法	negative
月经性哮喘有什么症状？	月经性哮喘有什么症状？	positive
消毒湿巾可以杀死冠状病毒吗	消毒湿巾可以杀死冠状病毒吗	positive
乳房涨疼月经不来怎么回事	乳房涨疼月经不来怎么回事	positive
阑尾炎采超报告结果怎么看	阑尾炎彩超报告结果怎么看	negative
干咳喉痒怎么回事	干咳喉痒怎么回事	positive
脑梗适合吃什么食物	脑梗适合吃什么食物	positive
肾病蛋白尿的治疗方法有哪些？	肾病蛋白尿的治疗方法有哪些？	positive
