source	target	type
学院多次召开教师会议，明确提出架起以教师为中心，政工干部和学生干部为两头的桥，由教师及时反映第一手掌握的情况。	学院多次召开教师会议，明确提出架起以教师为中心，政工干部和学生干部为两端的桥，由教师及时反映第一手掌握的情况。	negative
能否推动“金砖”战略，对推动贸易往来、文化交流、技术合作和人才交流协调发展，支撑国际合作具有重要意义。	能够推动“金砖”战略，对推动贸易往来、文化交流、技术合作和人才交流协调发展，支撑国际合作具有重要意义。	negative
面对生活的挑战，我们不能白白虚度机遇去实现自己的梦想。	面对生活的挑战，我们不能白白虚度机遇而不去实现自己的梦想。	negative
在人际关系中，过分苛求他人可能破坏和谐和互信的基础。	在人际关系中，过分苛求他人可能破坏和谐和互信的基础。	positive
为了提高同学们的语文素养，我市学校很多都在开展“读经典作品，建书香校园”的活动。	为了提高同学们的语文素养，我市学校很多都在开展“读经典作品，建书香校园”的活动。	positive
经过长时间的讨论和协商下，双方终于达成了一项和平协议。	经过长时间的讨论和协商，双方终于达成了一项和平协议。	negative
政府推进一系列重大举措，推出一系列重大工作，来不断改善人民生活水平。	政府推进一系列重大举措，推出一系列重大工作，来不断改善人民生活水平。	positive
长时间的订房后，他们终于完成了任务，凯旋而归。	长时间的订房后，他们终于完成了任务，凯旋而归。	positive
训练中身体失去的水分应及时补充，因长时间训练会使身体大量排汗，血浆量下降16%，所以应及时补水以增加血浆量，提高心脏的工作效率和运动持续时间。	训练中身体失去的水分应及时补充，因长时间训练会使身体大量排汗，血浆量下降16%，所以应及时补水以增加血浆量，提高心脏的工作效率和运动持续时间。	positive
根据统计数据，该地区的空气质量指数下降了近15%左右，需要加强环境保护措施。	根据统计数据，该地区的空气质量指数下降了近15%左右，需要加强环境保护措施。	positive
在近日公布的第二批国家非物质文化遗产项目代表性传承人中，使散落民间的普通艺人受到重视。	在近日公布的第二批国家非物质文化遗产项目代表性传承人中，散落民间的普通艺人受到重视。	negative
社交媒体的使用是为了与他人保持联系和分享生活为目的的。	社交媒体的使用是为了与他人保持联系和分享生活。	negative
那段珍贵的回忆已经付诸于流水，无法再回到过去。	那段珍贵的回忆已经付诸流水，无法再回到过去。	negative
为群众排忧解难，切忌不能停留在口头上，要有实际行动，让老百姓看得见、感受得到，从小事做起，比如了解群众需求，尽量方便群众。	为群众排忧解难，切忌不能停留在口头上，要有实际行动，让老百姓看得见、感受得到，从小事做起，比如了解群众需求，尽量方便群众。	positive
“万事如意”是大多数人喜欢使用的祝贺话语，经常见诸于新年、生日和结婚等场合。	“万事如意”是大多数人喜欢使用的祝贺话语，经常见诸于新年、生日和结婚等场合。	positive
这篇文章介绍了传统相声所用的押韵、谐音、摹声等方面的详细的语音技巧和表达效果，内容丰富，饶有趣味。	这篇文章介绍了传统相声所用的押韵、谐音、摹声等方面的详细的语音技巧和表达效果，内容丰富，饶有趣味。	positive
这个小镇上不时发生出使人不安的怪事来，引起了居民的恐慌。	这个小镇上不时发生使人不安的怪事来，引起了居民的恐慌。	negative
由于经济衰退下，公司被迫裁员，许多人失去了工作。	由于经济衰退，公司被迫裁员，许多人失去了工作。	negative
尽管许多梦想没有实现，但我曾真诚地向往过，为此努力过，付出过心血，自己对这样的经历来说，始终是宝贵的。	尽管许多梦想没有实现，但我曾真诚地向往过，为此努力过，付出过心血，对自己这样的经历来说，始终是宝贵的。	negative
下个学期某些大学将引入一名考生同时被两所高校录取的招生，给学生提供更多录取机会。	下个学期某些大学将实行一名考生同时被两所高校录取的招生，给学生提供更多录取机会。	negative
互联网技术的出现使得电商这个新兴的行业愈加充满活力，不仅电商改变了人类的生产生活，也冲击了历史悠久的传统商业模式。	互联网技术的出现使得电商这个新兴的行业愈加充满活力，不仅电商改变了人类的生产生活，也冲击了历史悠久的传统商业模式。	positive
这个城市的人口近百万余，是一个人口密集的地区。	这个城市的人口近百万，是一个人口密集的地区。	negative
2021年大阪奥运会女子篮球项目决赛结束，美国队以101比72大胜中国队，获得金牌，连续蝉联奥运会女篮冠军。	2021年东京奥运会女子篮球项目决赛结束，美国队以101比72大胜中国队，获得金牌，连续蝉联奥运会女篮冠军。	negative
在阶级社会里，为了适应一定的经济基础，作为教育的上层建筑也是为一定的阶级服务的。	在阶级社会里，为了适应一定的经济基础，作为教育的上层建筑也是为一定的阶级服务的。	positive
这位年轻导演的第一部处女作立刻引起了观众的热烈讨论，被赞为一部杰作。	这位年轻导演的第一部处女作立刻引起了观众的热烈讨论，被赞为一部杰作。	positive
只有紧紧把握信息技术革命所带来的质量提升，我国才能更好地推动数字经济发展，提升国际竞争力。	只有紧紧把握信息技术革命所带来的质量提升，我国才能更好地推动数字经济发展，提升国际竞争力。	positive
在比赛中，经过艰苦的努力，他们以优异的成绩得胜而归。	在比赛中，经过艰苦的努力，他们以优异的成绩得胜而归。	positive
“万事如意”是大多数人喜欢使用的祝福话语，经常见诸于新年、生日和结婚等场合。	“万事如意”是大多数人喜欢使用的祝福话语，经常见诸于新年、生日和结婚等场合。	positive
这个项目的目的是为了保护环境，减少碳排放，促进可持续发展。	这个项目的目的是为了保护环境，减少碳排放，促进可持续发展。	positive
终于实现了我多年的夙愿，拥有了自己的理想工作和职业发展。	终于实现了我多年的夙愿，拥有了自己的理想工作和职业发展。	positive
爸爸和哥哥两人挣来的钱还不够养活一家人的生活。	爸爸和哥哥两人挣来的钱还不够养活一家人。	negative
因为成绩好，她受到了老师和同学的表扬。	因为成绩好，她受到了老师和同学的表扬。	positive
我们应该遵守交通规则，以免不出现事故。	我们应该遵守交通规则，以免出现事故。	negative
旅行是为了探索新文化和放松心灵为目的的。	旅行是以探索新文化和放松心灵为目的的。	negative
维也纳马拉松上的大约80%左右饮用水都是“德国制造”，难怪马拉松赛事被形容为“MADEINGERMANY”展示的盛会。	维也纳马拉松上的大约80%饮用水都是“德国制造”，难怪马拉松赛事被形容为“MADEINGERMANY”展示的盛会。	negative
在最近的考试中，他的分数达到了90分左右，展现出了他的努力和才华。	在最近的考试中，他的分数达到了90分左右，展现出了他的努力和才华。	positive
个人对自己过分苛求可能导致心理压力和焦虑，影响健康和安全感。	个人对自己过分苛求可能导致心理压力和焦虑，影响健康和安全感。	positive
近年来，伴随手机、平板电脑等电子产品的普及以及KTV、酒吧等娱乐场所的增多，使少年因不当用耳机发生噪声性听力损伤的风险日益加大。	近年来，伴随手机、平板电脑等电子产品的普及以及KTV、酒吧等娱乐场所的增多，致使少年因不当用耳机发生噪声性听力损伤的风险日益加大。	negative
政府的不作为原因是环境污染造成的。	政府的不作为原因是环境污染造成的。	positive
龚自珍的字里行间描绘的山水画面是瑰美的，他在琢磨这一情景时，虽然作品中的细节描绘得很简洁，但表达得十分准确。	龚自珍的字里行间描绘的山水画面是瑰美的，他在琢磨这一情景时，虽然作品中的细节描绘得很简洁，但表达得十分准确。	positive
她对户外活动非常嗜好，喜欢徒步旅行和攀登山峰。	她对户外活动非常喜好，喜欢徒步旅行和攀登山峰。	negative
他是一个有着成熟思维和行动力的人，尽管只有二十三四岁左右的年纪。	他是一个有着成熟思维和行动力的人，尽管只有二十三四岁左右的年纪。	positive
如果我们能够捕捉到市场变化的时机，抓住商机，那么现在所投资的资产带来的利润会比未来的更高。	如果我们能够捕捉到市场变化的时机，抓住商机，那么现在所投资的资产带来的利润会比未来的更高。	positive
今年六月，政府颁布了法令，规定学校不得强制学生进行户外活动。因此学校该不该强制学生进行户外活动不是一个需要讨论的问题，而是必须严格执行的规定。	今年六月，政府颁布了法令，规定学校不得强制学生进行户外活动。因此学校该不该强制学生进行户外活动不是一个需要讨论的问题，而是必须严格执行的规定。	positive
在经济发展中，现在的当务之急是促进就业增长和创造更多的机会，提振市场信心和经济复苏。	在经济发展中，现在的当务之急是促进就业增长和创造更多的机会，提振市场信心和经济复苏。	positive
少年儿童犯罪问题的主要原因是家庭环境不稳定和社会压力过大造成的。	少年儿童犯罪问题的主要原因是家庭环境不稳定和社会压力过大造成的。	positive
根据市场分析，该公司的年度营收估计在数十亿美元左右，展示了其在行业中的强大实力。	根据市场分析，该公司的年度营收估计在数十亿美元左右，展示了其在行业中的强大实力。	positive
数字素养旨在帮助人们理解数字技术的运作原理和对社会的影响为目的。	数字素养旨在帮助人们理解数字技术的运作原理和对社会的影响，以此为目的。	negative
从《我国好声音》到《创造101》，这类音乐选秀节目，赞不绝口。	从《中国好声音》到《创造101》，这类音乐选秀节目，让人赞不绝口。	negative
随着我们工业的迅速发展，我们的祖国已是一个被其他国家不再任意嘲笑的国家了。	随着我们工业的迅速发展，我们的祖国已是一个被其他国家不再任意嘲笑的国家了。	positive
我们无论如何不能不承认，木星不是从东方升起西方落下的。	我们无论如何不能不承认，木星不是从东方升起西方落下的。	positive
您的令爱是我生活中最珍贵的财富，我会永远珍惜和呵护。	您的令爱是我生活中最珍贵的财富，我会永远珍惜和呵护。	positive
这个月的房租到期了，我必须在截止日期的最后一天之前付清。	这个月的房租到期了，我必须在截止日期的最后一天之前付清。	positive
落实并制定好国家发展战略，实施好乡村振兴战略，通过补短板促进农村经济发展，将提高农民获得感和生活安全感。	落实并制定好国家发展战略，实施好乡村振兴战略，通过补短板促进农村经济发展，将提高农民获得感和生活安全感。	positive
学生的学习能力和成绩之间存在悬殊很大的差异，需要针对不同的情况采取教育策略。	学生的学习能力和成绩之间存在很大的悬殊，需要针对不同的情况采取教育策略。	negative
他对自己的孩子过高的奢望，希望他们能在每个领域都取得顶尖成绩，给予了他们巨大的压力。	他对自己的孩子抱有过高的奢望，希望他们能在每个领域都取得顶尖成绩，给予了他们巨大的压力。	negative
本书的最后一课回到人类自身，提出面对物理学为我们展示的这个奇异全世界，我们应当如何反思自己的存在。	本书的最后一课回到人类自身，提出面对物理学为我们展示的这个奇异的世界，我们应当如何反思自己的存在。	negative
根据调查数据显示，该地区的失业率接近10%左右，需要采取行动促进就业。	根据调查数据显示，该地区的失业率接近10%左右，需要采取行动促进就业。	positive
通过加大对市场上各类食品安全的监管力度，使得许多不法商家纷纷被曝出。	通过加大对市场上各类食品安全的监管力度，使得许多不法商家纷纷被曝出。	positive
个人对自己过分苛求可能导致心理压力和焦虑，影响健康和幸福感。	个人对自己过分苛求可能导致心理压力和焦虑，影响健康和幸福感。	positive
下个学期某些大学将引入一名考生同时被两所院校录取的招生，给学生提供更多录取机会。	下个学期某些大学将引入一项考生同时被两所院校录取的政策，给学生提供更多录取机会。	negative
据characterization，该产品的市场份额预计在未来几年内将稳定在不低于30%左右，展示了其在市场竞争中的优势地位。	据特点，该产品的市场份额预计在未来几年内将稳定在不低于30%左右，展示了其在市场竞争中的优势地位。	negative
这个社交平台充斥着不少虚假信息和谣言，给用户带来了困惑和误导。	这个社交平台充斥着不少虚假信息和谣言，给用户带来了困惑和误导。	positive
固体在液体里是沉还是浮，取决于浮力比固体的重量是大还是小。	固体在液体里是沉还是浮，取决于浮力比固体的重量是大还是小。	positive
为了改善环境，我们需要将环境保护意识付诸于实践，采取具体行动。	为了改善环境，我们需要将环境保护意识付诸于实践，采取具体行动。	positive
不良的城市规划和环境污染造成的直接后果是导致城市居民患上呼吸道疾病和其他健康问题。	不良的城市规划和环境污染造成的直接后果是导致城市居民患上呼吸道疾病和其他健康问题。	positive
北京华林公司的代表王泽表示，上海法院的判决结果需要苹果公司先承认商标所有权由北京华林公司持有，这是纠纷是否解决的关键。	北京华林公司的代表王泽表示，上海法院的判决结果需要苹果公司先承认商标所有权由北京华林公司持有，这是纠纷是否解决的关键。	positive
这个社区建设了一个妇孺儿童活动中心，提供各种儿童和妇女相关的服务和支持。	这个社区建设了一个妇女儿童活动中心，提供各种儿童和妇女相关的服务和支持。	negative
政府的支持下，我国企业已经在非洲地区开始了多个基础设施建设项目，一批成功项目也已经启动。	在政府的支持下，我国企业已经在非洲地区开始了多个基础设施建设项目，一批成功项目也已经启动。	negative
这座大楼的高度至少在300米左右，成为卫星城的地标建筑。	这座大楼的高度至少在300米左右，成为卫星城的地标建筑。	positive
要是一篇作品里的思想有问题，那么文字即使很不错，也是要不得的。	要是一篇作品里的思想有问题，那么文字即使很不错，也是要不得的。	positive
在全球手机市场中，智能手机的销量约占总销量的80%左右，成为主流产品。	在全球手机市场中，智能手机的销量约占总销量的80%左右，成为主流产品。	positive
人民的生活水平正在不断地改善。	人民的生活水平正在不断地改善。	positive
经历了一段艰难的治疗，他终于战胜疾病，凯旋而归。	经历了一段艰难的治疗，他终于战胜疾病，凯旋而归。	positive
我们看了几个教育网站和学校网站，发现各个学校都在大力宣传环境保护理念，尝试减少印刷物。	我们看了几个教育网站和学校网站，发现各个学校都在大力宣传环境保护理念，尝试减少印刷物。	positive
鸟儿的鸣叫虽然婉转动人，但却没有人类语言的智能传递信息。	鸟儿的鸣叫虽然婉转动人，但却没有人类语言的智能传递信息。	positive
树立崇高理想，强化廉洁意识，倡导清正观念，不放纵欲望，不贪图享受，不沉迷逸乐，拒腐防变就会不断提升。	树立崇高理想，强化廉洁意识，倡导清正观念，不放纵欲望，不贪图享受，不沉迷逸乐，拒腐防变的能力就会不断提升。	negative
经过紧张而激烈的比赛下，他们最终获得了冠军的奖章。	经过紧张而激烈的比赛，他们最终获得了冠军的奖章。	negative
杜甫的诗歌充满着“游子情怀”以及“英雄气概”的情感，构成了独特的诗意世界，具有浪漫主义色彩，被归为“诗魂”作家。	杜甫的诗歌充满着“游子情怀”以及“英雄气概”的情感，构成了独特的诗意世界，具有浪漫主义色彩，被归为“诗魂”作家。	positive
我们向受灾地区捐赠物资和资金是出于道义责任决定的。	我们向受灾地区捐赠物资和资金是出于道义责任所决定的。	negative
您的令爱使我感到无比幸福和满足，我愿意为您付出一切。	您的令爱使我感到无比幸福和满足，我愿意为您付出一切。	positive
我国是我们的母亲国家，我们的家园，我们的文化瑰宝都在这里传承和诞生。	我国是我们的母亲国家，我们的家园，我们的文化瑰宝都在这里传承和诞生。	positive
在市场营销策划中，涉及到市场分析、竞争研究和目标定位等要素。	在市场营销策划中，涉及到市场分析、竞争研究和目标定位等要素。	positive
在他的艺术创作中，从对特定历史食物的关注，到对山水、民俗的喜爱，这种灵感的转变已经超越了常规的审美理念。	在他的艺术创作中，从对特定历史事物的关注，到对山水、民俗的喜爱，这种灵感的转变已经超越了常规的审美理念。	negative
这款新手机的续航时间可以达到一天左右，非常适合日常使用。	这款新手机的续航时间可以达到一天左右，非常适合日常使用。	positive
对于技术发展问题上，我们需要审慎考虑其对社会的影响和伦理问题。	在技术发展问题上，我们需要审慎考虑其对社会的影响和伦理问题。	negative
近年来，各地纪检监察机关相继查处了大批腐败分子，但治理腐败只是开始，当务之急的工作是制定更加完善的反腐体系。	近年来，各地纪检监察机关相继查处了大批腐败分子，但治理腐败只是开始，当务之急的工作是制定更加完善的反腐体系。	positive
经过全面的调查和分析下，专家们得出了结论，并提出了解决方案。	经过全面的调查和分析，专家们得出了结论，并提出了解决方案。	negative
于漪老师是中学语文教学改革的先行者，她在长期的语文教学实践中形成的独特而高超的授课艺术，为不少聆听过她讲课的师生所折服。	于漪老师是中学语文教学改革的先行者，她在长期的语文教学实践中形成的独特而高超的授课艺术，为不少聆听过她讲课的师生所折服。	positive
她被应邀出席了一场慈善晚宴，为筹款活动做出贡献。	她应邀出席了一场慈善晚宴，为筹款活动做出贡献。	negative
健身是为了保持身体健康和增强体能的目的。	健身是为了保持身体健康和增强体能。	negative
这次的企业环保评选强调对企业的实施考察，有些企业还主动邀请第三方机构对其环保情况进行评价的措施，积极提升自身的环保意识。	这次的企业环保评选强调对企业环保措施的实施考察，有些企业还主动邀请第三方机构对其环保情况进行评价，积极提升自身的环保意识。	negative
朱自清的《背影》是我开始喜欢他的原因。对于我们，用什么样的溢美之词《背景》都不觉得有过。	朱自清的《背影》是我开始喜欢他的原因。对于我们，用什么样的溢美之词《背影》都不觉得有过。	negative
在这个多元的社会中，众多芸芸众生展现着不同的天赋和追求。	在这个多元的社会中，众多芸芸展现着不同的天赋和追求。	negative
规规矩短的两条平行线始终是两条可望而不可及的端点。	规规矩矩的两条平行线始终是两条可望而不可及的端点。	negative
在领导团队时，应本着公平公平为原则，给予每个成员平等的机会和待遇。	在领导团队时，应本着公平为原则，给予每个成员平等的机会和待遇。	negative
虚拟不仅表明了诗、乐、舞三位一体的传统美学优势，更显示了戏曲形态的特征，这种特征和优势，已为现代戏曲所重视和集成。	虚拟不仅表明了诗、乐、舞三位一体的传统美学优势，更显示了戏曲形态的特征，这种特征和优势，已为现代戏曲所重视和集成。	positive
推行平等待遇和共容的价值观既体现在社会工作的精神层面，也体现在物质层面。	推行平等待遇和共融的价值观既体现在社会工作的精神层面，也体现在物质层面。	negative
这个研究小组揭示了一种新的制备过程，并开发出了简单有效的技术，成为了制备干细胞的一条新途径。	这个研究小组揭示了一种新的制备过程，并开发出了简单有效的技术，成为了制备干细胞的一条新途径。	positive
在这个城市的街头巷尾，充斥着大量乱丢垃圾和环境污染的现象，需要加强环保意识。	在这个城市的街头巷尾，充斥着大量乱丢垃圾和污染环境的现象，需要加强环保意识。	negative
阐明、发现大自然和人类社会的发展规律，关键不在于个人的身份，而在于以实事求是的态度和慎思明辨的求知方法去探索。	阐明、发现大自然和人类社会的发展规律，关键不在于个人的身份，而在于以实事求是的态度和慎思明辨的求知方法去探索。	positive
他的自信心靠的是自我肯定和积极心态取得的。	他的自信心靠的是自我肯定和积极心态建立的。	negative
李白在登高山时感到的自由，在性质上也是一种伦理的“自由”，是摆脱了身为诗人、父亲、儿子的伦理，渴望自由的表现。	李白在登高山时感到的自由，在性质上也是一种伦理的“自由”，是摆脱了身为诗人、父亲、儿子的伦理，渴望自由的表现。	positive
爱尔兰《自然》杂志援引多项研究指出，青少年近视的主要原因是户外活动时间严重不足造成的，这与我们之前的认知不太一样。	爱尔兰《自然》杂志援引多项研究指出，青少年近视的主要原因是户外活动时间严重不足造成的，这与我们之前的认知不太一样。	positive
破坏环境的原因是由人类过度开发和不负责任的行为造成的。	破坏环境的原因是由人类过度开发和不负责任的行为造成的。	positive
缺乏沟通的原因是误解和不信任造成的。	缺乏沟通的原因是误解和不信任造成的。	positive
在电动车越来越多的形势下，对城市交通提出了新的需求，新的交通方式亟待推出。	在电动车越来越多的形势下，对城市交通提出了新的需求，新的交通方式亟待推出。	positive
某世界知名航空公司采用这一突破性技术后，飞机的油耗不仅大大减少了，而且飞机的飞行速度也有了较明显的提高。	某世界知名航空公司采用这一突破性技术后，飞机的油耗不仅大大减少了，而且飞机的飞行速度也有了较明显的提高。	positive
在最近的考试中，他的分数达到了90分左右，展现出了他的努力和天赋。	在最近的考试中，他的分数达到了90分左右，展现出了他的努力和天赋。	positive
公司的战略决策围绕以客户满意度为中心，以提升市场份额。	公司的战略决策围绕客户满意度为中心，以提升市场份额。	negative
他总是借口工作繁忙为名，推辞与朋友们共度周末。	他总是借口工作繁忙，推辞与朋友们共度周末。	negative
成千上万的学子面临着各种挑战和压力，但他们坚持不懈地前行。	成千上万的学子面临着各种挑战和压力，但他们坚持不懈地前行。	positive
工业化发展关乎到全国的经济发展，并且需要在保护环境的同时提高人民生活质量。	工业化发展关乎全国的经济发展，并且需要在保护环境的同时提高人民生活质量。	negative
中国国画，书法等传统艺术的发扬展示，说明了传统文化始终在国民心中拥有极大的影响力。	中国国画，书法等传统艺术的发扬展示，说明了传统文化始终在国民心中拥有极大的影响力。	positive
某些人对于恋爱关系有着过高的奢望，期待完美无瑕的伴侣，而忽视了真实的人际关系的复杂性。	某些人对于恋爱关系有着过高的奢望，期待完美无瑕的伴侣，而忽视了真实的人际关系的复杂性。	positive
在领导团队中，关键在于有效的沟通是十分重要的。	在领导团队中，关键是有效的沟通是十分重要的。	negative
专家认为，仅依靠个人自觉戒烟难以解决整个社会的烟害问题，而劝阻未成年戒烟也显得尤为重要。	专家认为，仅依靠个人自觉戒烟难以解决整个社会的烟害问题，而劝阻未成年人戒烟也显得尤为重要。	negative
根据最新的数据，高速公路服务区的平均间隔大约为300公里左右，方便长途驾车的旅客休息。	根据最新的数据，高速公路服务区的平均间隔大约为300公里左右，方便长途驾车的旅客休息。	positive
健康专家说，食品安全是保护人民身体健康的重要措施，一些不法商家却忽视食品安全问题，不少产品质量令人堪忧。	健康专家说，食品安全是保护人民身体健康的重要措施，一些不法商家却忽视食品安全问题，不少产品质量令人堪忧。	positive
在徒步过程中，他遭遇了严峻的天气和艰难的路况，最终成功登顶，浑身遍体鳞伤却充满了成就感。	在徒步过程中，他遭遇了严峻的天气和艰难的路况，最终成功登顶，浑身遍体鳞伤却充满了成就感。	positive
三轮车闯红灯被交警逮捕，驾驶员拒不接受处罚，还举起拳头威胁警察，最终被拘留。	三轮车闯红灯被交警逮捕，驾驶员拒不接受处罚，还举起拳头威胁警察，最终被拘留。	positive
中国人民正在为建设一个现代化的社会主义强国。	中国人民正在为建设一个现代化的社会主义强国而努力。	negative
这两个国家的经济发展水平十分悬殊，造成了贫富差距的扩大。	这两个国家的经济发展水平十分悬殊，造成了贫富差距的扩大。	positive
放假期间旅游的人很多，有关机构提供了相关建议，避免旅游者的合法权益不受侵犯。	放假期间旅游的人很多，有关机构提供了相关建议，避免旅游者的合法权益受到侵犯。	negative
欢迎到此光临我们的婚礼现场，见证我们的爱情故事。	欢迎莅临此地光临我们的婚礼现场，见证我们的爱情故事。	negative
据报道，该产品的市场份额预计在大约7%左右，需要进一步的市场推广来提高竞争力。	据报道，该产品的市场份额预计在大约7%左右，需要进一步的市场推广来提高竞争力。	positive
在这个卫星城的街头巷尾，充斥着大量乱丢垃圾和环境污染的现象，需要加强环保意识。	在这个卫星城的街头巷尾，充斥着大量乱丢垃圾和环境污染的现象，需要加强环保意识。	positive
在这个卫星城的街头巷尾，充斥着大量乱丢垃圾和环境污染的现象，需要加强环保意识。	在这个卫星城的街头巷尾，存在大量乱丢垃圾和环境污染的现象，需要加强环保意识。	negative
对于英国法律的了解比较深入的法学专家黄敏表示，英国警方逮捕相关案件的证据标准很低，不得不排除通常情况下被认为是有效的证据。	对于英国法律的了解比较深入的法学专家黄敏表示，英国警方逮捕相关案件的证据标准很低，不得不排除通常情况下被认为是有效的证据。	positive
她被应邀参加了一场慈善晚宴，为筹款活动做出贡献。	她应邀参加了一场慈善晚宴，为筹款活动做出贡献。	negative
旅行是为了探索聚润和放松心灵为目的的。	旅行是为了探索聚集并且放松心灵。	negative
一支乐曲有旋律、节奏、和声和乐器组成。	一支乐曲由旋律、节奏、和声和乐器组成。	negative
他在大学毕业后的第一份工作中，担任了二十三四岁左右的项目经理职位。	他在大学毕业后的第一份工作中，担任了项目经理职位，当时他二十三四岁左右。	negative
即使在这个追求物质的时代，我依然不会卖弄财富，更不会放弃自己的原则，我要说：我怀念我的表弟，我想向它表示道歉。	即使在这个追求物质的时代，我依然不会卖弄财富，更不会放弃自己的原则，我要说：我怀念我的表弟，我想向他表示道歉。	negative
奥地利维也纳大学玛丽亚•施罗琳教授领导的研究团队研究发现，冬天的乌鸦比夏天的乌鸦更有可能得到感冒的原因是温度低导致的。	奥地利维也纳大学玛丽亚•施罗琳教授领导的研究团队研究发现，冬天的乌鸦比夏天的乌鸦更有可能感冒的原因是温度低导致的。	negative
菲律宾外长说黄岩岛是菲律宾的固有领土，他的言论充满了颠倒是非、隐瞒和歪曲黄岩岛历来是中国领土的一部分的事实。	菲律宾外长说黄岩岛是菲律宾的固有领土，他的言论充满了颠倒是非、隐瞒和歪曲，掩盖了黄岩岛历来是中国领土的一部分的事实。	negative
是否坚持一个中国的原则，是维护两岸关系和平发展的关键。	是否坚持一个中国的原则，是维护两岸关系和平发展的关键。	positive
2019年1月20日至21日，全球创新创业大赛在北京举行，本次大会本着“人人都可进行创新”为主题，吸引了超过5000名创新者和创业者参加。	2019年1月20日至21日，全球创新创业大赛在北京举行，本次大会本着“人人都可进行创新”为主题，吸引了超过5000名创新者和创业者参加。	positive
在全校大会上，几个学校的负责人都讲了话。	在全校大会上，几个学校的负责人都讲了话。	positive
健康教育应该贯穿小学到大学的教育层面，包含学校教育、社会教育、职业教育，为不同年龄段的学生提供全方位的知识和指导。	健康教育应该贯穿小学到大学的教育层面，包含学校教育、社会教育、职业教育，为不同年龄段的学生提供全方位的知识和指导。	positive
该产品的续航时间至少在10小时左右，满足用户长时间使用的需求。	该产品的续航时间至少在10小时左右，满足用户长时间使用的需求。	positive
我们并不完全否认这首诗没有透露出希望，而是说希望是非常渺茫的。	我们并不完全否认这首诗透露出希望，而是说希望是非常渺茫的。	negative
经过长时间的等待，电影《复仇者联盟》第四部终于再度上映了，漫威粉丝们纷纷涌向电影院。	经过长时间的等待，电影《复仇者联盟》第四部终于再度上映了，漫威粉丝们纷纷涌向电影院。	positive
教师肩负培养大批科技队伍的重任。	教师肩负培养大批科技队伍的重任。	positive
少年儿童过度使用电子产品和社交媒体造成的直接后果是导致他们的社交能力和学业表现下降。	少年儿童过度使用电子产品和社交媒体造成的直接后果是导致他们的社交能力和学业表现下降。	positive
点睛是传统的汉族习俗，它是一种喜庆活动，通常在新婚、装修、开业等场合举行。	点睛是传统的汉族习俗，它是一种喜庆活动，通常在新婚、装修、开业等场合举行。	positive
在进行投资时，切忌不要盲目跟风，应该谨慎分析和评估风险。	在进行投资时，切忌不要盲目跟风，应该谨慎分析和评估风险。	positive
《青春之歌》这部小说出色地塑造了共产党员卢嘉川、江华、林红等人的英雄事迹。	《青春之歌》这部小说出色地塑造了共产党员卢嘉川、江华、林红等人的英雄事迹。	positive
生态文明建设日益加强，越来越多的企业积极参与生态保护，贯彻绿色发展理念的自觉性和主动性显著加大。	生态文明建设日益加强，越来越多的企业积极参与生态保护，贯彻绿色发展理念的自觉性和主动性显著加大。	positive
在政治议题中，共同协商是建立稳定和平的社会秩序的重要手段。	在政治议题中，共同协商是建立稳定和平的社会秩序的重要手段。	positive
我们将生产线转移到低成本地区是出于经济考虑决定的。	我们将生产线转移到低成本地区是出于经济考虑作出的决定。	negative
脸色铁青的葡萄牙国家队主教练博斯克默默地在与荷兰队 13日的比赛结束前起身，走到自己的替补队员身前，轻轻地抚摸了一下每个人的脑袋，平复他们此时天塌地陷的心情。	脸色铁青的葡萄牙国家队主教练博斯克默默地在与荷兰队 13日的比赛结束前起身，走到自己的替补队员身前，轻轻地抚摸了一下每个人的脑袋，平复他们此时天塌地陷的心情。	positive
在她的眼神中，我读出了无声的潜台词，那是对我的支持和理解。	在她的眼神中，我读出了无声的潜台词，那是对我的支持和理解。	positive
北京合作组织加强成员国间的合作，其实现的关键在于找准了互利共赢的合作之道的结果。	北京合作组织加强成员国间的合作，其实现的关键在于找准了互利共赢的合作之道。	negative
我们采用可再生能源来供电是出于环保意识决定的。	我们采用可再生能源来供电是出于环保意识决定的。	positive
它们就像宇宙字母表里的字母，以无穷无尽的组合，讲述星系、月亮、山水、森林、田地等的漫长历史。	它们就像宇宙字母表里的字母，以无穷无尽的组合，讲述星系、月亮、山水、森林、田地等的漫长历史。	positive
"音乐盛典"演奏会将在12月份于音乐厅和观众见面，届时多位著名歌手将亲临现场唱响经典名曲，与现场观众互动互动。	"音乐盛典"演奏会将在12月份于音乐厅和观众见面，届时多位著名歌手将亲临现场唱响经典名曲，与现场观众互动。	negative
许多同学在教室里昨天都同他展开了激烈地辩论。	许多同学在教室里昨天都同他展开了激烈的辩论。	negative
我的烤鸡烧焦了是因为我忘记设置定时器造成的。	我的烤鸡烧焦了，因为我忘记设置定时器。	negative
他们的工作态度和效率之间存在悬殊很大的差距，导致工作结果不尽如人意。	他们的工作态度和效率之间存在悬殊很大的差距，导致工作结果不尽如人意。	positive
明、清时期是我国古代小说的发展高峰，著名作品达到2000多部，涵盖了历史、神话、武侠等多种题材。	明、清时期是我国古代小说的发展高峰，著名作品达到2000多部，涵盖了历史、神话、武侠等多种题材。	positive
